AUTHOR,BORN-DIED,TITLE,DATE,TECHNIQUE,LOCATION,LANTITUDE,LONGTUDE,DESC,SOURCE,PRECISION,URL,FORM,TYPE,SCHOOL,TIMELINE,Genre
Gustave Caillebotte,(b. 1848  Paris  d. 1894  Gennevilliers),Canoeing,1878,Oil on canvas  157 x 113 cm,Musée des Beaux-Arts  Rennes,48.1076508,-1.68448,Rennes  Ille-et-Vilaine  France,Bing Maps,city/town,http://www.wga.hu/detail/c/caillebo/06canoe.jpg,painting,genre,French,1851-1900,Impressionism
Gustave Caillebotte,(b. 1848  Paris  d. 1894  Gennevilliers),Canoeing (detail),1878,Oil on canvas,Musée des Beaux-Arts  Rennes,48.1076508,-1.68448,Rennes  Ille-et-Vilaine  France,Bing Maps,city/town,http://www.wga.hu/detail/c/caillebo/06canoe1.jpg,painting,genre,French,1851-1900,Impressionism
Anicet-Charles-Gabriel Lemonnier,(b. 1743  Rouen  d. 1824  Paris),Apollo and Diana Attacking Niobe and her Children,1772,Oil on canvas  141 x 112 cm,Musée des Beaux-Arts  Rouen,49.44013980,1.08940990,Rouen  Seine-Maritime  France,Bing Maps,city/town,http://www.wga.hu/detail/l/lemonnie/apollo_d.jpg,painting,mythological,French,1751-1800,Neoclassicism
Théodore Géricault,(b. 1791  Rouen  d. 1824  Paris),A Carabinier with his Horse,1814,Oil on canvas  65 x 54 cm,Musée des Beaux-Arts  Rouen,49.4401398,1.0894099,Rouen  Seine-Maritime  France,Bing Maps,city/town,http://www.wga.hu/detail/g/gericaul/1/1031geri.jpg,painting,genre,French,1801-1850,Romanticism
Théodore Géricault,(b. 1791  Rouen  d. 1824  Paris),Wounded Soldiers Retrating from Russia,1814,Pencil  pen and brown ink  watercolour  250 x 206 mm,Musée des Beaux-Arts  Rouen,49.4401398,1.0894099,Rouen  Seine-Maritime  France,Bing Maps,city/town,http://www.wga.hu/detail/g/gericaul/2/21gerica.jpg,graphics,other,French,1801-1850,Romanticism
Théodore Géricault,(b. 1791  Rouen  d. 1824  Paris),Nymph and Satyr (Jupiter and Antiope),1820,Stone  28 x 36 cm,Musée des Beaux-Arts  Rouen,49.4401398,1.0894099,Rouen  Seine-Maritime  France,Bing Maps,city/town,http://www.wga.hu/detail/g/gericaul/1/114geric.jpg,sculpture,mythological,French,1801-1850,Romanticism
Alfred Sisley,(b. 1839  Paris  d. 1899  Moret-sur-Loing),Place du Chenil at Marly-le Roi  Snow,1876,Oil on canvas  50 x 61 cm,Musée des Beaux-Arts  Rouen,49.4401398,1.0894099,Rouen  Seine-Maritime  France,Bing Maps,city/town,http://www.wga.hu/detail/s/sisley/1winter/winter13.jpg,painting,landscape,French,1851-1900,Impressionism
Claude Monet,(b. 1840  Paris  d. 1926  Giverny),Rue Saint-Denis in Paris  Celebration of 30 June 1878,1878,Oil on canvas  76 x 52 cm,Musée des Beaux-Arts  Rouen,49.4401398,1.0894099,Rouen  Seine-Maritime  France,Bing Maps,city/town,http://www.wga.hu/detail/m/monet/04/paris4.jpg,painting,historical,French,1851-1900,Impressionism
Gustave Caillebotte,(b. 1848  Paris  d. 1894  Gennevilliers),In a Café,1880,Oil on canvas  155 x 115 cm,Musée des Beaux-Arts  Rouen,49.4401398,1.0894099,Rouen  Seine-Maritime  France,Bing Maps,city/town,http://www.wga.hu/detail/c/caillebo/10incafe.jpg,painting,portrait,French,1851-1900,Impressionism
Pierre-Auguste Renoir,(b  1841  Limoges  d. 1919  Cagnes-sur-Mer),Bouquet of Chrysanthemums,1885,Oil on canvas  82 x 66 cm,Musée des Beaux-Arts  Rouen,49.4401398,1.0894099,Rouen  Seine-Maritime  France,Bing Maps,city/town,http://www.wga.hu/detail/r/renoir/3/3renoi25.jpg,painting,still-life,French,1851-1900,Impressionism
Alfred Sisley,(b. 1839  Paris  d. 1899  Moret-sur-Loing),On the Cliffs  Langland Bay  Wales,1897,Oil on canvas  65 x 92 cm,Musée des Beaux-Arts  Rouen,49.4401398,1.0894099,Rouen  Seine-Maritime  France,Bing Maps,city/town,http://www.wga.hu/detail/s/sisley/2other/wales.jpg,painting,landscape,French,1851-1900,Impressionism
Edouard Manet,(b. 1832  Paris  d. 1883  Paris),Argenteuil,1874,Oil on canvas  149 x 115 cm,Musée des Beaux-Arts  Tournai,50.6079102,3.390126,Beaux Arts  Belgium,Bing Maps,TouristStructure,http://www.wga.hu/detail/m/manet/3/3manet11.jpg,painting,landscape,French,1851-1900,Impressionism
Edouard Manet,(b. 1832  Paris  d. 1883  Paris),At Père Lathuille,1879,Oil on canvas  93 x 112 cm,Musée des Beaux-Arts  Tournai,50.6079102,3.390126,Beaux Arts  Belgium,Bing Maps,TouristStructure,http://www.wga.hu/detail/m/manet/4/4manet19.jpg,painting,genre,French,1851-1900,Impressionism
Georges Seurat,(b. 1859  Paris  d. 1891  Paris),The Beach at Bas-Butin near Honfleur,1886,Oil on canvas  67 x 78 cm,Musée des Beaux-Arts  Tournai,50.6079102,3.390126,Beaux Arts  Belgium,Bing Maps,TouristStructure,http://www.wga.hu/detail/s/seurat/landscap/honfleu.jpg,painting,landscape,French,1851-1900,Impressionism
Jacques-Louis David,(b. 1748  Paris  d. 1825  Bruxelles),The Combat of Mars and Minerva,1771,Oil on canvas  146 x 181 cm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/d/david_j/1/103david.jpg,painting,mythological,French,1801-1850,Neoclassicism
Joseph-Marie Vien,(b. 1716  Montpellier  d. 1809  Paris),Greek Maidens Adorning a Sleeping Cupid with Flowers,1773,Oil on canvas  335 x 194 cm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/v/vien/progres1.jpg,painting,mythological,French,1751-1800,Neoclassicism
Joseph-Marie Vien,(b. 1716  Montpellier  d. 1809  Paris),Lover Crowning his Mistress,1773,Oil on canvas  335 x 202 cm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/v/vien/progres2.jpg,painting,mythological,French,1751-1800,Neoclassicism
Martin Knoller,(b. 1725  Steinach am Brenner  d. 1804  Milano),Assumption of the Virgin,1774,Oil on canvas  220 x 82 cm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/k/knoller/assumpti.jpg,painting,religious,Austrian,1751-1800,Neoclassicism
Ubaldo Gandolfi,(b. 1728  San Matteo della Decima  d. 1781  Ravenna),Portrait of a Young Boy,1778,Pastel on beige paper  395 x 285 mm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/g/gandolfi/ubaldo/portrait.jpg,graphics,portrait,Italian,1751-1800,Neoclassicism
Pierre-Henri de Valenciennes,(b. 1750  Toulouse  d. 1819  Paris),Farm-buildings at the Villa Farnese: the Two Poplar Trees,1780,Oil on paper on cardbord  25 x 38 cm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/v/valencie/farnese.jpg,painting,landscape,French,1751-1800,Neoclassicism
Pierre-Henri de Valenciennes,(b. 1750  Toulouse  d. 1819  Paris),Storm by a Lake,1780,Oil on paper on canvas  40 x 52 cm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/v/valencie/storm.jpg,painting,landscape,French,1751-1800,Neoclassicism
Jean-François-Pierre Peyron,(b. 1744  Aix-en-Provence  d. 1814  Paris),The Funeral of Miltiades,1782,Oil on canvas  98 x 136 cm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/p/peyron/miltiade.jpg,painting,historical,French,1751-1800,Neoclassicism
Jacques-Louis David,(b. 1748  Paris  d. 1825  Bruxelles),Andromache Mourning Hector,1783,Oil on canvas  275 x 203 cm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/d/david_j/1/113david.jpg,painting,mythological,French,1801-1850,Neoclassicism
Jacques-Louis David,(b. 1748  Paris  d. 1825  Bruxelles),The Oath of the Horatii,1784,Oil on canvas  330 x 425 cm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/d/david_j/2/200david.jpg,painting,historical,French,1801-1850,Neoclassicism
Jacques-Louis David,(b. 1748  Paris  d. 1825  Bruxelles),The Oath of the Horatii,1784,Oil on canvas  330 x 425 cm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/d/david_j/2/201david.jpg,painting,historical,French,1801-1850,Neoclassicism
Jacques-Louis David,(b. 1748  Paris  d. 1825  Bruxelles),The Oath of the Horatii (detail),1784,Oil on canvas,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/d/david_j/2/2021davi.jpg,painting,historical,French,1801-1850,Neoclassicism
Jacques-Louis David,(b. 1748  Paris  d. 1825  Bruxelles),The Oath of the Horatii (detail),1784,Oil on canvas,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/d/david_j/2/202david.jpg,painting,historical,French,1801-1850,Neoclassicism
Jacques-Louis David,(b. 1748  Paris  d. 1825  Bruxelles),The Oath of the Horatii (detail),1784,Oil on canvas,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/d/david_j/2/203david.jpg,painting,historical,French,1801-1850,Neoclassicism
Jean-Germain Drouais,(b. 1763  Paris  d. 1788  Roma),The Woman of Canaan at the Feet of Christ,1784,Oil on canvas  114 x 146 cm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/d/drouais/jeangerm/canaan.jpg,painting,religious,French,1751-1800,Neoclassicism
John Henry Fuseli,(b. 1741  Zurich  d. 1825  London),Lady Macbeth,1784,Oil on canvas  221 x 160 cm,Musée du Louvre  Paris,48.8610878,2.3357501,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/f/fuseli/06macbet.jpg,painting,other,Swiss,1751-1800,Romanticism
Jean-François-Pierre Peyron,(b. 1744  Aix-en-Provence  d. 1814  Paris),Alceste mourante,1785,Oil on canvas  327 x 325 cm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/p/peyron/alceste.jpg,painting,historical,French,1751-1800,Neoclassicism
Jean-Germain Drouais,(b. 1763  Paris  d. 1788  Roma),Marius at Minturnae,1786,Oil on canvas  271 x 365 cm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/d/drouais/jeangerm/marius.jpg,painting,historical,French,1751-1800,Neoclassicism
DE LA PORTE Henri-Horace Roland,(b. ca. 1724  Paris  d. 1793  Paris),Still-Life with a Carafe of Barley Wine,1787,Oil on canvas  37 x 46 cm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/r/roland/stillife.jpg,painting,still-life,French,1751-1800,Neoclassicism
Pierre-Henri de Valenciennes,(b. 1750  Toulouse  d. 1819  Paris),The Ancient City of Agrigento,1787,Oil on canvas  110 x 164 cm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/v/valencie/agrigent.jpg,painting,landscape,French,1751-1800,Neoclassicism
Jacques-Louis David,(b. 1748  Paris  d. 1825  Bruxelles),The Loves of Paris and Helen,1788,Oil on canvas  144 x 180 cm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/d/david_j/2/204david.jpg,painting,mythological,French,1801-1850,Neoclassicism
Jacques-Louis David,(b. 1748  Paris  d. 1825  Bruxelles),The Lictors Returning to Brutus the Bodies of his Sons,1789,Oil on canvas  323 x 422 cm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/d/david_j/2/208david.jpg,painting,historical,French,1801-1850,Neoclassicism
Jean-Baptiste Regnault,(b. 1754  Paris  d. 1829  Paris),The Descent from the Cross,1789,Oil on canvas  425 x 233 cm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/r/regnault/2descent.jpg,painting,religious,French,1751-1800,Neoclassicism
Jacques-Louis David,(b. 1748  Paris  d. 1825  Bruxelles),Portrait of the Marquise d'Orvilliers,1790,Oil on canvas  131 x 98 cm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/d/david_j/2/211david.jpg,painting,portrait,French,1801-1850,Neoclassicism
Jacques-Louis David,(b. 1748  Paris  d. 1825  Bruxelles),Study after Michelangelo,1790,Black chalk  180 x 110 mm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/d/david_j/6/607david.jpg,graphics,study,French,1801-1850,Neoclassicism
Jacques-Louis David,(b. 1748  Paris  d. 1825  Bruxelles),Louis XVI Showing the Constitution to his Son  the Dauphin,1792,Graphite  180 x 110 mm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/d/david_j/6/611david.jpg,graphics,study,French,1801-1850,Neoclassicism
Jacques-Louis David,(b. 1748  Paris  d. 1825  Bruxelles),Allegory of the French People Offering the Crown and Sceptre to the King,1792,Graphite  180 x 110 mm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/d/david_j/6/612david.jpg,graphics,study,French,1801-1850,Neoclassicism
Sir Thomas Lawrence,(b. 1769  Bristol  d. 1830  London),Mr and Mrs John Julius Angerstein,1792,Oil on canvas  252 x 160 cm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/l/lawrence/angerst1.jpg,painting,portrait,English,1751-1800,Neoclassicism
Sir Thomas Lawrence,(b. 1769  Bristol  d. 1830  London),Mr and Mrs John Julius Angerstein (detail),1792,Oil on canvas,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/l/lawrence/angerst2.jpg,painting,portrait,English,1751-1800,Neoclassicism
Jacques-Louis David,(b. 1748  Paris  d. 1825  Bruxelles),Madame Trudaine,1792,Oil on canvas  130 x 98 cm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/d/david_j/2/215david.jpg,painting,portrait,French,1801-1850,Neoclassicism
Jean-Joseph-Xavier Bidauld,(b. 1758  Carpentras  d. 1846  Montmorency),View of the Isle of Sora,1793,Oil on canvas  113 x 144 cm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/b/bidauld/viewsora.jpg,painting,landscape,French,1751-1800,Neoclassicism
Jacques-Louis David,(b. 1748  Paris  d. 1825  Bruxelles),Marie Antoinette on the Way to the Guillotine,1793,Pen and ink  150 x 100 mm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/d/david_j/7/702david.jpg,graphics,other,French,1801-1850,Neoclassicism
DE ROUCY-TRIOSON Anne-Louis Girodet,(b. 1767  Montargis  d. 1824  Paris),The Sleep of Endymion,1793,Oil on canvas  198 x 261 cm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/g/girodet/sleep_en.jpg,painting,mythological,French,1801-1850,Neoclassicism
Jacques-Louis David,(b. 1748  Paris  d. 1825  Bruxelles),Portrait of the Artist,1794,Oil on canvas  81 x 64 cm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/d/david_j/3/304david.jpg,painting,portrait,French,1801-1850,Neoclassicism
Jacques-Louis David,(b. 1748  Paris  d. 1825  Bruxelles),Homer Reciting his Verses to the Greeks,1794,Black and red chalk  pen  ink and wash  272 x 345 mm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/d/david_j/7/706david.jpg,graphics,mythological,French,1801-1850,Neoclassicism
Jacques-Louis David,(b. 1748  Paris  d. 1825  Bruxelles),Portrait of Gaspar Mayer,1795,Oil on canvas  116 x 90 cm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/d/david_j/3/306david.jpg,painting,portrait,French,1801-1850,Neoclassicism
Jacques-Louis David,(b. 1748  Paris  d. 1825  Bruxelles),Portrait of Emilie Sériziat and her Son,1795,Oil on canvas  131 x 96 cm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/d/david_j/3/307david.jpg,painting,portrait,French,1801-1850,Neoclassicism
Jacques-Louis David,(b. 1748  Paris  d. 1825  Bruxelles),Portrait of Pierre Sériziat,1795,Oil on canvas  129 x 95 cm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/d/david_j/3/308david.jpg,painting,portrait,French,1801-1850,Neoclassicism
François Gérard,(b. 1770  Roma  d. 1837  Paris),Jean-Baptist Isabey  Miniaturist  with his Daughter,1795,Oil on canvas  194 5 x 130 cm,Musée du Louvre  Paris,48.8610878,2.3357501,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/g/gerard/1isabey.jpg,painting,portrait,French,1801-1850,Romanticism
Antoine-Jean Gros,(b. 1771  Paris  d. 1835  Meudon),Bonaparte on the Bridge at Arcole,1796,Oil on canvas  73 x 59 cm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/g/gros/2arcole.jpg,painting,portrait,French,1801-1850,Neoclassicism
Jacques-Louis David,(b. 1748  Paris  d. 1825  Bruxelles),Portrait of General Bonaparte,1797,Oil on canvas  81 x 65 cm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/d/david_j/3/309david.jpg,painting,portrait,French,1801-1850,Neoclassicism
Louis Léopold Boilly,(b. 1761  La Bassé  d. 1845  Paris),Meeting of Artists in Isabey's Studio,1798,Oil on canvas  72 x 111 cm,Musée du Louvre  Paris,48.8610878,2.3357501,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/b/boilly/1boilly.jpg,painting,portrait,French,1751-1800,Romanticism
François Gérard,(b. 1770  Roma  d. 1837  Paris),Cupid and Psyche,1798,Oil on canvas  186 x 132 cm,Musée du Louvre  Paris,48.8610878,2.3357501,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/g/gerard/2cupid_p.jpg,painting,mythological,French,1801-1850,Romanticism
Y LUCIENTES Francisco de Goya,(b. 1746  Fuendetodos  d. 1828  Bordeaux),Ferdinand Guillemardet,1798,Oil on canvas  185 x 125 cm,Musée du Louvre  Paris,48.8610878,2.3357501,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/g/goya/4/406goya.jpg,painting,portrait,Spanish,1801-1850,Romanticism
Jacques-Louis David,(b. 1748  Paris  d. 1825  Bruxelles),The Intervention of the Sabine Women,1799,Oil on canvas  385 x 522 cm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/d/david_j/3/311david.jpg,painting,historical,French,1801-1850,Neoclassicism
Jacques-Louis David,(b. 1748  Paris  d. 1825  Bruxelles),The Intervention of the Sabine Women (detail),1799,Oil on canvas,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/d/david_j/3/312david.jpg,painting,historical,French,1801-1850,Neoclassicism
Jacques-Louis David,(b. 1748  Paris  d. 1825  Bruxelles),The Intervention of the Sabine Women (detail),1799,Oil on canvas,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/d/david_j/3/313david.jpg,painting,historical,French,1801-1850,Neoclassicism
Jacques-Louis David,(b. 1748  Paris  d. 1825  Bruxelles),The Intervention of the Sabine Women (detail),1799,Oil on canvas,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/d/david_j/3/314david.jpg,painting,historical,French,1801-1850,Neoclassicism
Antoine-Jean Gros,(b. 1771  Paris  d. 1835  Meudon),Napoleon Bonaparte Visiting the Plague-stricken at Jaffa,1799,Oil on canvas  523 x 715 cm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/g/gros/3jaffa.jpg,painting,historical,French,1801-1850,Neoclassicism
Pierre-Narcisse Guérin,(b. 1774  Paris  d. 1833  Roma),The Return of Marcus Sextus,1799,Oil on canvas  217 x 243 cm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/g/guerin/1sextus.jpg,painting,historical,French,1801-1850,Neoclassicism
Jacques-Louis David,(b. 1748  Paris  d. 1825  Bruxelles),Madame Récamier,1800,Oil on canvas  173 x 244 cm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/d/david_j/4/401david.jpg,painting,portrait,French,1801-1850,Neoclassicism
DE ROUCY-TRIOSON Anne-Louis Girodet,(b. 1767  Montargis  d. 1824  Paris),Benoît-Agnes Trioson,1800,Oil on canvas  73 x 59 cm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/g/girodet/benoit.jpg,painting,portrait,French,1801-1850,Neoclassicism
Marie-Guillemine Benoist,(b. 1768  Paris  d. 1826  Paris),Portrait of a Negress,1800,Oil on canvas  81 x 65 cm,Musée du Louvre  Paris,48.8610878,2.3357501,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/b/benoist/negress.jpg,painting,portrait,French,1801-1850,Romanticism
Antoine-Jean Gros,(b. 1771  Paris  d. 1835  Meudon),Christine Boyer,1800,Oil on canvas  214 x 134 cm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/g/gros/4boyer.jpg,painting,portrait,French,1801-1850,Neoclassicism
Louis Léopold Boilly,(b. 1761  La Bassé  d. 1845  Paris),The Arrival of a Stage-coach in the Courtyard of the Messageries,1803,Oil on canvas  62 x 108 cm,Musée du Louvre  Paris,48.8610878,2.3357501,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/b/boilly/stage_co.jpg,painting,genre,French,1751-1800,Romanticism
Jacques-Louis David,(b. 1748  Paris  d. 1825  Bruxelles),Portrait of Pope Pius VII,1805,Oil on canvas  86 x 71 cm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/d/david_j/4/410david.jpg,painting,portrait,French,1801-1850,Neoclassicism
Jacques-Louis David,(b. 1748  Paris  d. 1825  Bruxelles),The Arrival at the Hôtel de Ville,1805,Pen  brown and black ink with white highlights  262 x 408 mm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/d/david_j/7/708david.jpg,graphics,historical,French,1801-1850,Neoclassicism
Jacques-Louis David,(b. 1748  Paris  d. 1825  Bruxelles),Napoleon Holding Josephine's Crown,1805,Black crayon  293 x 253 mm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/d/david_j/7/709david.jpg,graphics,study,French,1801-1850,Neoclassicism
Jacques-Louis David,(b. 1748  Paris  d. 1825  Bruxelles),Nude study of Pope Pius VII,1805,Black crayon over graphite  293 x 253 mm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/d/david_j/7/710david.jpg,graphics,study,French,1801-1850,Neoclassicism
Jean-Auguste-Dominique Ingres,(b. 1780  Montauban  d. 1867  Paris),Monsieur Rivière,1805,Oil on canvas  116 x 89 cm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/i/ingres/012ingre.jpg,painting,portrait,French,1801-1850,Neoclassicism
Pierre-Paul Prud'hon,(b. 1758  Cluny  d. 1823  Paris),The Empress Josephine,1805,Oil on canvas  244 x 179 cm,Musée du Louvre  Paris,48.8610878,2.3357501,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/p/prudhon/2josephi.jpg,painting,portrait,French,1801-1850,Romanticism
Jacques-Louis David,(b. 1748  Paris  d. 1825  Bruxelles),The Empress Josephine Kneeling with Mme de la Rochefoucauld and Mme de la Valette,1806,Black crayon and graphite  274 x 391 mm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/d/david_j/7/711david.jpg,graphics,study,French,1801-1850,Neoclassicism
Jean-Auguste-Dominique Ingres,(b. 1780  Montauban  d. 1867  Paris),Madame Rivière,1806,Oil on canvas  117 x 82 cm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/i/ingres/011ingre.jpg,painting,portrait,French,1801-1850,Neoclassicism
Jean-Auguste-Dominique Ingres,(b. 1780  Montauban  d. 1867  Paris),Mademoiselle Caroline Rivière,1806,Oil on canvas  100 x 70 cm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/i/ingres/01ingres.jpg,painting,portrait,French,1801-1850,Neoclassicism
DE ROUCY-TRIOSON Anne-Louis Girodet,(b. 1767  Montargis  d. 1824  Paris),Scene of the Flood,1806,Oil on canvas  441 x 341 cm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/g/girodet/sc_flood.jpg,painting,religious,French,1801-1850,Neoclassicism
Jacques-Louis David,(b. 1748  Paris  d. 1825  Bruxelles),Study for the Distribution of the Eagle Standards,1808,Pen  black ink  grey wash and white highlights  181 x 290 mm,Musée du Louvre  Paris,48.86108780,2.33575010,Louvre  Paris  France,Bing Maps,TouristStructure,http://www.wga.hu/detail/d/david_j/7/712david.jpg,graphics,study,French,1801-1850,Neoclassicism
